ident,iata_code,type,name,iso_country,latitude_deg,longitude_deg,elevation_ft,runway_count,max_runway,avg_runway
KBKL,BKL,medium_airport,Burke Lakefront Airport,US,41.51750183105469,-81.68329620361328,583.0,2,6198.0,5697.5
KBKW,BKW,medium_airport,Raleigh County Memorial Airport,US,37.7873001099,-81.1241989136,2504.0,2,6750.0,5875.0
KBLF,BLF,medium_airport,Mercer County Airport,US,37.295799,-81.207703,2857.0,1,4742.0,4742.0
KBLH,BLH,medium_airport,Blythe Airport,US,33.6192016602,-114.717002869,399.0,2,6543.0,6171.5
KBLI,BLI,medium_airport,Bellingham International Airport,US,48.79280090332031,-122.53800201416016,170.0,1,6701.0,6701.0
KBLV,BLV,medium_airport,Scott AFB/Midamerica Airport,US,38.5452,-89.835197,459.0,2,10000.0,9000.5
KBMG,BMG,medium_airport,Monroe County Airport,US,39.14599990844727,-86.61669921875,846.0,2,6500.0,5149.0
KBMI,BMI,medium_airport,Central Illinois Regional Airport at Bloomington-Normal,US,40.4771,-88.915901,871.0,3,8000.0,6082.666666666667
KBNA,BNA,large_airport,Nashville International Airport,US,36.1245002746582,-86.6781997680664,599.0,4,11030.0,8683.5
KBNO,BNO,medium_airport,Burns Municipal Airport,US,43.590463,-118.955154,4148.0,2,5100.0,4850.0
KBOI,BOI,medium_airport,Boise Air Terminal/Gowen Field,US,43.5644,-116.223,2871.0,3,10000.0,8254.333333333334
KBOS,BOS,large_airport,Logan International Airport,US,42.3643,-71.005203,20.0,6,10083.0,7084.333333333333
KBPI,BPI,medium_airport,Miley Memorial Field,US,42.58509827,-110.1110001,6990.0,2,6803.0,5051.5
KBPK,WMH,medium_airport,Ozark Regional Airport,US,36.3689002991,-92.4704971313,928.0,1,5001.0,5001.0
KBPT,BPT,medium_airport,Jack Brooks Regional Airport,US,29.9508,-94.020699,15.0,2,6750.0,5910.0
KBQK,BQK,medium_airport,Brunswick Golden Isles Airport,US,31.2588005065918,-81.46649932861328,26.0,1,8001.0,8001.0
KBRD,BRD,medium_airport,Brainerd Lakes Regional Airport,US,46.402861,-94.129727,1232.0,4,6500.0,4970.0
KBRL,BRL,medium_airport,Southeast Iowa Regional Airport,US,40.783199310302734,-91.12550354003906,698.0,2,6702.0,6026.0
KBRO,BRO,medium_airport,Brownsville South Padre Island International Airport,US,25.90679931640625,-97.4259033203125,22.0,3,7400.0,5466.666666666667
KBTL,BTL,medium_airport,Battle Creek Executive Airport at Kellogg Field,US,42.307301,-85.251503,952.0,3,10003.0,6285.333333333333
KBTM,BTM,medium_airport,Bert Mooney Airport,US,45.95479965209961,-112.49700164794922,5550.0,3,9001.0,6548.666666666667
KBTR,BTR,medium_airport,Baton Rouge Metropolitan Airport,US,30.533199,-91.149597,70.0,3,7004.0,5901.0
KBTV,BTV,medium_airport,Burlington International Airport,US,44.471901,-73.153297,335.0,2,8320.0,5965.5
KBUF,BUF,large_airport,Buffalo Niagara International Airport,US,42.94049835,-78.73220062,728.0,2,8102.0,7631.5
KBUR,BUR,medium_airport,Bob Hope Airport,US,34.197703,-118.356378,778.0,2,6886.0,6343.5
KBVI,BFP,medium_airport,Beaver County Airport,US,40.772499,-80.391403,1253.0,1,4501.0,4501.0
KBVY,BVY,medium_airport,Beverly Regional Airport,US,42.584202,-70.916496,107.0,2,5001.0,4817.5
KBWG,BWG,medium_airport,Bowling Green Warren County Regional Airport,US,36.9645004272,-86.41970062259999,547.0,2,6500.0,5227.5
KBWI,BWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,US,39.1754,-76.668297,146.0,4,10502.0,7750.75
KBYH,BYH,medium_airport,Arkansas International Airport,US,35.9642982483,-89.94400024410001,254.0,1,11602.0,11602.0
KBYI,BYI,medium_airport,Burley Municipal Airport,US,42.5425987244,-113.772003174,4150.0,2,4094.0,4080.5
KBYS,BYS,medium_airport,Bicycle Lake Army Air Field,US,35.2804985046,-116.629997253,2350.0,2,9500.0,7650.0
KBZN,BZN,medium_airport,Gallatin Field,US,45.77750015,-111.1529999,4473.0,3,9003.0,4950.0
KCAE,CAE,medium_airport,Columbia Metropolitan Airport,US,33.938801,-81.119499,236.0,2,8601.0,8301.0
KCAK,CAK,medium_airport,Akron Canton Regional Airport,US,40.91609954833984,-81.44219970703125,1228.0,3,7601.0,6932.333333333333
KCAR,CAR,medium_airport,Caribou Municipal Airport,US,46.871498,-68.017899,626.0,2,4003.0,3510.0
KCBM,CBM,medium_airport,Columbus Air Force Base,US,33.643799,-88.443802,219.0,3,12000.0,8766.666666666666
KCCY,CCY,medium_airport,Northeast Iowa Regional Airport,US,43.0726013184,-92.6108016968,1125.0,3,4001.0,2772.3333333333335
KCDC,CDC,medium_airport,Cedar City Regional Airport,US,37.70100021362305,-113.0989990234375,5622.0,2,8653.0,6737.5
KCDR,CDR,medium_airport,Chadron Municipal Airport,US,42.837600708,-103.095001221,3297.0,2,6001.0,5201.0
KCDS,CDS,medium_airport,Childress Municipal Airport,US,34.4337997437,-100.288002014,1954.0,3,5949.0,4856.666666666667
KCEC,CEC,medium_airport,Jack Mc Namara Field Airport,US,41.78020096,-124.2369995,61.0,2,5002.0,5002.0
KCEF,CEF,medium_airport,Westover Metropolitan Airport / Westover Air Reserve Base,US,42.194,-72.534798,241.0,2,11597.0,9339.5
KCEW,CEW,medium_airport,Bob Sikes Airport,US,30.778799057,-86.522102356,213.0,1,8005.0,8005.0
KCGF,CGF,medium_airport,Cuyahoga County Airport,US,41.5651016235,-81.4863967896,879.0,1,5102.0,5102.0
KCGI,CGI,medium_airport,Cape Girardeau Regional Airport,US,37.2253,-89.570801,342.0,2,6499.0,5247.5
KCHA,CHA,medium_airport,Chattanooga Metropolitan Airport (Lovell Field),US,35.035301,-85.203796,683.0,2,7400.0,6200.0
KCHO,CHO,medium_airport,Charlottesville Albemarle Airport,US,38.13859939575195,-78.4529037475586,639.0,1,6001.0,6001.0
KCHS,CHS,medium_airport,Charleston International Airport,US,32.898602,-80.040497,46.0,2,9001.0,8002.5
KCID,CID,medium_airport,The Eastern Iowa Airport,US,41.884701,-91.7108,869.0,2,8601.0,7400.5
KCIU,CIU,medium_airport,Chippewa County International Airport,US,46.25080108642578,-84.47239685058594,800.0,2,7201.0,6100.5
KCKB,CKB,medium_airport,North Central West Virginia Airport,US,39.2966,-80.228104,1217.0,1,7800.0,7800.0
KCLE,CLE,large_airport,Cleveland Hopkins International Airport,US,41.4117012024,-81.8498001099,791.0,4,9953.0,8016.75
KCLL,CLL,medium_airport,Easterwood Field,US,30.58860016,-96.36380005,320.0,3,7000.0,5769.333333333333
KCLM,CLM,medium_airport,William R Fairchild International Airport,US,48.12020111083984,-123.5,291.0,2,6347.0,4796.0
KCLT,CLT,large_airport,Charlotte Douglas International Airport,US,35.2140007019043,-80.94309997558594,748.0,4,10000.0,9044.5
KCMA,,large_airport,Camarillo International Airport,US,34.213699,-119.094002,77.0,1,6013.0,6013.0
KCMH,CMH,large_airport,John Glenn Columbus International Airport,US,39.998001,-82.891899,815.0,2,10125.0,9062.5
KCMI,CMI,medium_airport,University of Illinois Willard Airport,US,40.039819,-88.276249,755.0,4,8100.0,5929.0
KCMX,CMX,medium_airport,Houghton County Memorial Airport,US,47.168399810791016,-88.48909759521484,1095.0,2,6501.0,5848.5
KCNM,CNM,medium_airport,Cavern City Air Terminal,US,32.337501525878906,-104.26300048828124,3295.0,4,7854.0,5910.25
KCNU,CNU,medium_airport,Chanute Martin Johnson Airport,US,37.668173,-95.486727,1002.0,2,4255.0,3227.5
KCOD,COD,medium_airport,Yellowstone Regional Airport,US,44.520198822,-109.024002075,5102.0,1,8268.0,8268.0
KCOE,COE,medium_airport,Coeur D'Alene - Pappy Boyington Field,US,47.77429962,-116.8199997,2320.0,2,7400.0,6400.0
KCOF,COF,medium_airport,Patrick Space Force Base,US,28.2349,-80.6101,8.0,2,9023.0,6511.5
KCON,CON,medium_airport,Concord Municipal Airport,US,43.20270157,-71.50229645,342.0,3,6005.0,4401.333333333333
KCOS,COS,medium_airport,City of Colorado Springs Municipal Airport,US,38.805801,-104.700996,6187.0,3,13501.0,10930.666666666666
KCOU,COU,medium_airport,Columbia Regional Airport,US,38.8181,-92.219597,889.0,2,6501.0,6000.5
KCPF,,medium_airport,Wendell H Ford Airport,US,37.386666,-83.261666,1256.0,2,5499.0,4372.5
KCPR,CPR,medium_airport,Casper-Natrona County International Airport,US,42.908001,-106.463997,5350.0,4,10164.0,8255.75
KCRE,CRE,medium_airport,Grand Strand Airport,US,33.8116989136,-78.72389984130001,32.0,1,5996.0,5996.0
KCRG,CRG,medium_airport,Jacksonville Executive at Craig Airport,US,30.3362998962,-81.51439666750001,41.0,2,4004.0,4001.0
KCRP,CRP,medium_airport,Corpus Christi International Airport,US,27.770399,-97.501198,44.0,2,7508.0,6794.0
KCRQ,CLD,medium_airport,McClellan-Palomar Airport,US,33.1283,-117.279999,331.0,1,4897.0,4897.0
KCRW,CRW,medium_airport,Yeager Airport,US,38.3731,-81.593201,981.0,2,6715.0,5733.0
KCSG,CSG,medium_airport,Columbus Metropolitan Airport,US,32.516300201416016,-84.93890380859375,397.0,2,6997.0,5497.0
KCSV,CSV,medium_airport,Crossville Memorial Whitson Field,US,35.9513015747,-85.08499908450001,1881.0,1,5418.0,5418.0
KCTB,CTB,medium_airport,Cut Bank International Airport,US,48.608657,-112.378183,3854.0,2,5300.0,5299.5
KCUB,CUB,medium_airport,Jim Hamilton L.B. Owens Airport,US,33.970500946,-80.9952011108,193.0,1,5002.0,5002.0
KCVG,CVG,large_airport,Cincinnati Northern Kentucky International Airport,US,39.048801,-84.667801,896.0,4,12000.0,10250.0
KCVO,CVO,medium_airport,Corvallis Municipal Airport,US,44.49720001,-123.2900009,250.0,2,5900.0,4617.5
KCVS,CVS,medium_airport,Cannon Air Force Base,US,34.382801,-103.321999,4295.0,2,10000.0,9100.0
KCWA,CWA,medium_airport,Central Wisconsin Airport,US,44.7775993347,-89.6668014526,1277.0,2,7645.0,7073.0
KCXO,CXO,medium_airport,Conroe-North Houston Regional Airport,US,30.351801,-95.414497,245.0,2,6000.0,4987.0
KCYS,,medium_airport,Cheyenne Regional Jerry Olson Field,US,41.155701,-104.811997,6159.0,2,9267.0,7979.0
KDAA,DAA,medium_airport,Davison Army Air Field,US,38.715000152600005,-77.1809997559,73.0,1,5618.0,5618.0
KDAB,DAB,medium_airport,Daytona Beach International Airport,US,29.179899,-81.058098,34.0,3,10500.0,6565.333333333333
KDAG,DAG,medium_airport,Barstow Daggett Airport,US,34.85369873,-116.7870026,1930.0,2,6400.0,5759.5
KDAL,DAL,medium_airport,Dallas Love Field,US,32.847099,-96.851799,487.0,3,8800.0,7566.333333333333
KDAN,DAN,medium_airport,Danville Regional Airport,US,36.572899,-79.336098,571.0,2,6500.0,5260.0
KDAY,DAY,medium_airport,James M Cox Dayton International Airport,US,39.902401,-84.219398,1009.0,3,10900.0,8801.0
KDBQ,DBQ,medium_airport,Dubuque Regional Airport,US,42.402,-90.709503,1077.0,2,6502.0,6414.5
KDCA,DCA,large_airport,Ronald Reagan Washington National Airport,US,38.8521,-77.037697,15.0,3,7169.0,5791.0
KDDC,DDC,medium_airport,Dodge City Regional Airport,US,37.76340103149414,-99.9655990600586,2594.0,2,6899.0,5774.0
KDEC,DEC,medium_airport,Decatur Airport,US,39.834598541259766,-88.8656997680664,682.0,3,8496.0,6864.666666666667
KDEN,DEN,large_airport,Denver International Airport,US,39.861698150635,-104.672996521,5431.0,6,16000.0,12666.666666666666
KDET,DET,medium_airport,Coleman A. Young Municipal Airport,US,42.40919876,-83.00990295,626.0,2,5090.0,4557.5
KDFW,DFW,large_airport,Dallas Fort Worth International Airport,US,32.896801,-97.038002,607.0,7,13401.0,11486.142857142857
KDHN,DHN,medium_airport,Dothan Regional Airport,US,31.3213005065918,-85.44960021972656,401.0,2,8498.0,6749.0
KDHT,DHT,medium_airport,Dalhart Municipal Airport,US,36.0225982666,-102.54699707,3991.0,2,6400.0,6034.5
KDIK,DIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,US,46.7974014282,-102.802001953,2592.0,2,6400.0,5550.0
KDLF,DLF,medium_airport,Laughlin Air Force Base,US,29.359501,-100.778002,1082.0,3,8857.0,7804.666666666667
KDLH,DLH,medium_airport,Duluth International Airport,US,46.842098,-92.193604,1428.0,2,10152.0,7925.5
KDLS,DLS,medium_airport,Columbia Gorge Regional Airport,US,45.620979,-121.170777,247.0,2,5097.0,4872.0
KDMA,DMA,medium_airport,Davis Monthan Air Force Base,US,32.1665000916,-110.883003235,2704.0,1,13643.0,13643.0
KDMN,DMN,medium_airport,Deming Municipal Airport,US,32.262298584,-107.721000671,4314.0,2,6627.0,6151.0
KDNL,DNL,medium_airport,Daniel Field,US,33.4664993286,-82.0393981934,423.0,2,4002.0,3870.0
KDOV,DOV,medium_airport,Dover Air Force Base,US,39.129501,-75.466003,24.0,2,12903.0,11252.5
KDPA,DPA,medium_airport,Dupage Airport,US,41.90779877,-88.24859619,759.0,4,7570.0,5205.5
KDRA,DRA,medium_airport,Desert Rock Airport,US,36.6194,-116.032997,3314.0,1,7515.0,7515.0
KDRI,DRI,medium_airport,Beauregard Regional Airport,US,30.831699,-93.339897,202.0,4,5495.0,4679.0
KDRT,DRT,medium_airport,Del Rio International Airport,US,29.3742008209,-100.927001953,1002.0,1,6300.0,6300.0
KDSM,DSM,medium_airport,Des Moines International Airport,US,41.534,-93.663101,958.0,2,9003.0,9002.0
KDTW,DTW,large_airport,Detroit Metropolitan Wayne County Airport,US,42.212398529052734,-83.35340118408203,645.0,6,12003.0,9618.833333333334
KDUG,DUG,medium_airport,Bisbee Douglas International Airport,US,31.4689998627,-109.603996277,4154.0,4,7503.0,6743.0
KDUJ,DUJ,medium_airport,DuBois Regional Airport,US,41.17829895,-78.8986969,1817.0,1,5504.0,5504.0
KDYS,DYS,medium_airport,Dyess Air Force Base,US,32.420799,-99.854599,1789.0,3,13500.0,6833.333333333333
KEAR,EAR,medium_airport,Kearney Regional Airport,US,40.727001,-99.006798,2131.0,2,7094.0,5796.0
KEAT,EAT,medium_airport,Pangborn Memorial Airport,US,47.3988990784,-120.207000732,1249.0,2,7000.0,5730.0
KEAU,EAU,medium_airport,Chippewa Valley Regional Airport,US,44.86579895019531,-91.48429870605467,913.0,2,8101.0,6550.0
KECG,ECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,US,36.260601,-76.174599,11.0,2,7219.0,5868.5
KECP,ECP,medium_airport,Northwest Florida Beaches International Airport,US,30.357106,-85.795414,69.0,1,10000.0,10000.0
KEDW,EDW,medium_airport,Edwards Air Force Base,US,34.905399,-117.884003,2312.0,3,15024.0,11674.666666666666
KEED,EED,medium_airport,Needles Airport,US,34.7663002014,-114.623001099,983.0,2,5005.0,4620.0
KEEN,EEN,medium_airport,Dillant Hopkins Airport,US,42.898399,-72.270798,488.0,2,6201.0,5101.0
KEET,,medium_airport,Shelby County Airport,US,33.17699814,-86.78279877,586.0,1,5000.0,5000.0
KEFD,EFD,medium_airport,Ellington Airport,US,29.6072998047,-95.1587982178,32.0,3,9001.0,7203.666666666667
KEGE,EGE,medium_airport,Eagle County Regional Airport,US,39.64260101,-106.9179993,6548.0,2,9000.0,7006.5
KEGI,EGI,medium_airport,Duke Field,US,30.65040016,-86.52290344,191.0,2,8000.0,5750.0
KEKA,EKA,medium_airport,Murray Field,US,40.8033981323,-124.112998962,7.0,2,3000.0,2514.0
KEKN,EKN,medium_airport,Elkins-Randolph County Regional Airport,US,38.889759,-79.857651,1987.0,2,4543.0,4522.0
KEKO,EKO,medium_airport,Elko Regional Airport,US,40.82490158081055,-115.79199981689452,5140.0,2,7214.0,5042.5
KELD,ELD,medium_airport,South Arkansas Regional Airport at Goodwin Field,US,33.221001,-92.813301,277.0,3,6600.0,5144.333333333333
KELM,ELM,medium_airport,Elmira Corning Regional Airport,US,42.1599006652832,-76.8916015625,954.0,3,7000.0,4807.0
KELO,LYU,medium_airport,Ely Municipal Airport,US,47.82450104,-91.83070374,1456.0,1,5600.0,5600.0
KELP,ELP,medium_airport,El Paso International Airport,US,31.80719948,-106.3779984,3959.0,3,12020.0,8846.0
KELY,ELY,medium_airport,Ely Airport Yelland Field,US,39.29970169,-114.8420029,6259.0,2,6018.0,5416.0
KEND,END,medium_airport,Vance Air Force Base,US,36.339199,-97.916496,1307.0,4,9202.0,7099.75
KENV,ENV,medium_airport,Wendover Airport,US,40.7187004089,-114.03099823,4237.0,2,8001.0,8000.5
KENW,ENW,medium_airport,Kenosha Regional Airport,US,42.59569931,-87.92780304,742.0,3,5499.0,4413.666666666667
KERI,ERI,medium_airport,Erie International Tom Ridge Field,US,42.083127,-80.173867,732.0,2,8420.0,5964.0
KESF,ESF,medium_airport,Esler Army Airfield / Esler Regional Airport,US,31.394266,-92.294082,112.0,2,5999.0,5800.0
KEUG,EUG,medium_airport,Mahlon Sweet Field,US,44.12459945678711,-123.21199798583984,374.0,3,8009.0,6412.333333333333
KEVV,EVV,medium_airport,Evansville Regional Airport,US,38.0369987488,-87.5324020386,418.0,3,8021.0,5935.666666666667
KEVW,EVW,medium_airport,Evanston-Uinta County Airport-Burns Field,US,41.27479935,-111.0350037,7143.0,2,7300.0,7300.0
KEWB,EWB,medium_airport,New Bedford Regional Airport,US,41.67610168457031,-70.95690155029297,80.0,2,5000.0,4998.5
KEWN,EWN,medium_airport,Coastal Carolina Regional Airport,US,35.0730018616,-77.04290008539999,18.0,2,6004.0,5002.0
KEWR,EWR,large_airport,Newark Liberty International Airport,US,40.692501,-74.168701,18.0,3,11000.0,9266.666666666666
KEYW,EYW,medium_airport,Key West International Airport,US,24.556101,-81.759598,3.0,1,4801.0,4801.0
KFAF,FAF,medium_airport,Felker Army Air Field,US,37.1325,-76.608803,12.0,1,3020.0,3020.0
KFAR,FAR,medium_airport,Hector International Airport,US,46.92070007324219,-96.81580352783205,902.0,3,9000.0,6366.666666666667
KFAT,FAT,medium_airport,Fresno Yosemite International Airport,US,36.776199,-119.718002,336.0,2,9217.0,8211.0
KFAY,FAY,medium_airport,Fayetteville Regional Airport - Grannis Field,US,34.991199,-78.880302,189.0,2,7712.0,6256.5
KFBG,FBG,medium_airport,Simmons Army Air Field,US,35.13180161,-78.93669891,244.0,1,4650.0,4650.0
KFCS,FCS,medium_airport,Butts AAF (Fort Carson) Air Field,US,38.67839813,-104.7570038,5838.0,1,4573.0,4573.0
KFDY,FDY,medium_airport,Findlay Airport,US,41.0135002136,-83.66870117190001,813.0,2,6500.0,6191.5
KFFO,FFO,medium_airport,Wright-Patterson Air Force Base,US,39.826099,-84.048302,823.0,2,12601.0,9800.5
KFHU,FHU,medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,US,31.587383,-110.348225,4719.0,3,12001.0,7217.333333333333
KFKL,FKL,medium_airport,Venango Regional Airport,US,41.3778991699,-79.8603973389,1540.0,2,5200.0,4449.0
KFLG,FLG,medium_airport,Flagstaff Pulliam International Airport,US,35.1385,-111.670998,7014.0,1,6999.0,6999.0
KFLL,FLL,large_airport,Fort Lauderdale Hollywood International Airport,US,26.072599,-80.152702,9.0,3,9000.0,7976.666666666667
KFLO,FLO,medium_airport,Florence Regional Airport,US,34.18539810180664,-79.7238998413086,146.0,2,6499.0,6249.0
KFME,FME,medium_airport,Tipton Airport,US,39.08539962769999,-76.7593994141,150.0,1,3000.0,3000.0
KFMN,FMN,medium_airport,Four Corners Regional Airport,US,36.741199,-108.230003,5506.0,2,6704.0,6602.0
KFMY,FMY,medium_airport,Page Field,US,26.58659935,-81.86329650879999,17.0,2,6406.0,5659.0
KFNT,FNT,medium_airport,Bishop International Airport,US,42.96540069580078,-83.74359893798828,782.0,2,7849.0,7525.0
KFOD,FOD,medium_airport,Fort Dodge Regional Airport,US,42.55149841,-94.19259644,1156.0,2,6548.0,5924.0
KFOE,FOE,medium_airport,Topeka Regional Airport,US,38.950901,-95.663597,1078.0,2,12802.0,9901.0
KFPR,FPR,medium_airport,St Lucie County International Airport,US,27.49510002,-80.36830139,24.0,2,6492.0,5624.0
KFRG,FRG,medium_airport,Republic Airport,US,40.7288017273,-73.4133987427,82.0,2,6827.0,6171.5
KFRI,FRI,medium_airport,Marshall Army Air Field,US,39.053021,-96.764202,1065.0,2,4500.0,4500.0
KFSD,FSD,medium_airport,Sioux Falls Regional Airport / Joe Foss Field,US,43.585463,-96.741152,1429.0,3,8999.0,6717.0
KFSI,FSI,medium_airport,Henry Post Army Air Field (Fort Sill),US,34.64979935,-98.40219879,1189.0,1,5000.0,5000.0
KFSM,FSM,medium_airport,Fort Smith Regional Airport,US,35.336601,-94.367401,469.0,2,8000.0,6501.0
KFST,FST,medium_airport,Fort Stockton Pecos County Airport,US,30.9157009125,-102.916000366,3011.0,5,7507.0,4997.4
KFTK,FTK,medium_airport,Godman Army Air Field,US,37.9071006775,-85.9720993042,756.0,4,5253.0,4334.25
KFTW,FTW,medium_airport,Fort Worth Meacham International Airport,US,32.819801,-97.362396,710.0,3,7501.0,5061.333333333333
KFTY,FTY,medium_airport,Fulton County Airport Brown Field,US,33.7790985107,-84.5214004517,841.0,3,5796.0,4251.333333333333
KFWA,FWA,medium_airport,Fort Wayne International Airport,US,40.9785,-85.195099,814.0,3,12000.0,8000.666666666667
KFXE,FXE,medium_airport,Fort Lauderdale Executive Airport,US,26.1972999573,-80.1707000732,13.0,2,6001.0,5000.5
KFYV,FYV,medium_airport,Drake Field,US,36.00510025024414,-94.17009735107422,1251.0,1,6006.0,6006.0
KG-0001,,medium_airport,Jalal-Abad Airport,KG,40.944401,72.977798,2591.0,1,5708.0,5708.0
KGCC,GCC,medium_airport,Northeast Wyoming Regional Airport,US,44.3489,-105.539001,4365.0,2,7500.0,6651.5
KGCK,GCK,medium_airport,Garden City Regional Airport,US,37.9275016785,-100.723999023,2891.0,2,7300.0,6500.0
KGCN,GCN,medium_airport,Grand Canyon National Park Airport,US,35.9524,-112.147003,6609.0,1,8999.0,8999.0
KGDV,GDV,medium_airport,Dawson Community Airport,US,47.13869858,-104.8069992,2458.0,2,5704.0,4352.0
KGEG,GEG,medium_airport,Spokane International Airport,US,47.6199,-117.533997,2376.0,2,11002.0,9600.0
KGFK,GFK,medium_airport,Grand Forks International Airport,US,47.949299,-97.176102,845.0,4,7349.0,4688.75
KGFL,GFL,medium_airport,Floyd Bennett Memorial Airport,US,43.3412017822,-73.6102981567,328.0,2,5000.0,4500.0
KGGG,GGG,medium_airport,East Texas Regional Airport,US,32.38399887084961,-94.71150207519533,365.0,2,10000.0,8054.5
KGGW,GGW,medium_airport,Wokal Field/Glasgow-Valley County Airport,US,48.212502,-106.614998,2296.0,2,5001.0,5000.5
KGJT,GJT,medium_airport,Grand Junction Regional Airport,US,39.126663,-108.529387,4858.0,2,10501.0,8001.5
KGLD,GLD,medium_airport,Goodland Municipal Airport,US,39.370701,-101.699753,3656.0,3,5499.0,3600.0
KGLH,GLH,medium_airport,Mid Delta Regional Airport,US,33.4828987121582,-90.98560333251952,131.0,2,8001.0,7510.0
KGLS,GLS,medium_airport,Scholes International At Galveston Airport,US,29.265300750732425,-94.8603973388672,6.0,3,6001.0,5258.333333333333
KGMU,GMU,medium_airport,Greenville Downtown Airport,US,34.847903,-82.350217,1048.0,2,5393.0,4695.5
KGNV,GNV,medium_airport,Gainesville Regional Airport,US,29.6900997162,-82.2717971802,152.0,2,7504.0,5831.0
KGON,GON,medium_airport,Groton New London Airport,US,41.330101,-72.045097,9.0,2,5000.0,4500.0
KGPI,FCA,medium_airport,Glacier Park International Airport,US,48.31050109863281,-114.25599670410156,2977.0,3,9007.0,5184.666666666667
KGPT,GPT,medium_airport,Gulfport Biloxi International Airport,US,30.407301,-89.070099,28.0,3,9002.0,6979.0
KGRB,GRB,medium_airport,Austin Straubel International Airport,US,44.483459,-88.130805,695.0,3,8201.0,6366.333333333333
KGRF,GRF,medium_airport,Gray Army Air Field,US,47.07920074,-122.5810013,300.0,1,6125.0,6125.0
KGRI,GRI,medium_airport,Central Nebraska Regional Airport,US,40.96749877929688,-98.30960083007812,1847.0,2,7002.0,6805.0
KGRK,GRK,medium_airport,Killeen-Fort Hood Regional Airport / Robert Gray Army Air Field,US,31.0672,-97.828903,1015.0,1,10000.0,10000.0
KGRR,GRR,medium_airport,Gerald R. Ford International Airport,US,42.88079834,-85.52279663,794.0,3,10000.0,7833.666666666667
KGSB,GSB,medium_airport,Seymour Johnson Air Force Base,US,35.339401,-77.960602,109.0,1,11758.0,11758.0
KGSO,GSO,medium_airport,Piedmont Triad International Airport,US,36.097801,-79.937302,925.0,3,10001.0,8460.333333333334
KGSP,GSP,medium_airport,Greenville Spartanburg International Airport,US,34.895699,-82.218903,964.0,1,11000.0,11000.0
KGTB,,medium_airport,Wheeler Sack Army Air Field,US,44.05559921,-75.71949768,688.0,3,10000.0,6493.666666666667
KGTF,GTF,medium_airport,Great Falls International Airport,US,47.48199844,-111.3710022,3680.0,3,10502.0,7051.0
KGTR,GTR,medium_airport,Golden Triangle Regional Airport,US,33.450298309299995,-88.5914001465,264.0,1,8002.0,8002.0
KGUP,GUP,medium_airport,Gallup Municipal Airport,US,35.511100769,-108.789001465,6472.0,1,7316.0,7316.0
KGUS,GUS,medium_airport,Grissom Air Reserve Base,US,40.648102,-86.1521,812.0,1,12501.0,12501.0
KGUY,GUY,medium_airport,Guymon Municipal Airport,US,36.6851005554,-101.508003235,3123.0,2,5900.0,3847.5
KGWO,GWO,medium_airport,Greenwood–Leflore Airport,US,33.4943008423,-90.0847015381,162.0,3,6503.0,4732.333333333333
KGYY,GYY,medium_airport,Gary Chicago International Airport,US,41.61629867553711,-87.41280364990234,591.0,2,7003.0,5303.0
KHBG,HBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,US,31.26479912,-89.25279999,151.0,1,6099.0,6099.0
KHBR,HBR,medium_airport,Hobart Regional Airport,US,34.991317,-99.051313,1563.0,3,5507.0,5364.333333333333
KHFD,HFD,medium_airport,Hartford Brainard Airport,US,41.736698150635,-72.649398803711,18.0,3,4417.0,3013.3333333333335
KHGR,HGR,medium_airport,Hagerstown Regional Richard A Henson Field,US,39.707901,-77.72949982,703.0,2,5461.0,4310.5
KHHR,HHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,US,33.922798,-118.334999,66.0,1,4956.0,4956.0
KHIB,HIB,medium_airport,Range Regional Airport,US,47.3866,-92.838997,1354.0,2,6758.0,4916.5
KHIF,HIF,medium_airport,Hill Air Force Base,US,41.12403,-111.973086,4789.0,1,13508.0,13508.0
KHII,HII,medium_airport,Lake Havasu City International Airport,US,34.571098,-114.358002,783.0,3,8001.0,3933.6666666666665
KHIO,HIO,medium_airport,Portland Hillsboro Airport,US,45.540401,-122.949997,208.0,3,6600.0,4749.666666666667
KHKY,HKY,medium_airport,Hickory Regional Airport,US,35.74110031,-81.38950348,1190.0,2,6400.0,5400.0
KHLG,HLG,medium_airport,Wheeling Ohio County Airport,US,40.1749992371,-80.6463012695,1195.0,2,5001.0,4750.0
KHLN,HLN,medium_airport,Helena Regional Airport,US,46.6068,-111.983002,3877.0,3,9000.0,5544.333333333333
KHLR,HLR,medium_airport,Hood Army Air Field,US,31.1387,-97.7145,924.0,1,3803.0,3803.0
KHMN,HMN,medium_airport,Holloman Air Force Base,US,32.852501,-106.107002,4093.0,3,12800.0,11835.333333333334
KHOB,HOB,medium_airport,Lea County Regional Airport,US,32.6875,-103.2170029,3661.0,3,7398.0,6132.666666666667
KHON,HON,medium_airport,Huron Regional Airport,US,44.38520050048828,-98.22850036621094,1289.0,2,7201.0,6100.5
KHOP,HOP,medium_airport,Campbell Army Airfield (Fort Campbell),US,36.674154,-87.48974,573.0,2,11800.0,8150.0
